2023-02-09 00:12:15,153 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:12:15,158 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:12:15,668 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5230989456176758s, status True
2023-02-09 00:12:15,670 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:12:15,671 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:12:15,672 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:12:15,673 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:12:15,674 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 00:15:02,127 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:15:02,130 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:15:02,771 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6495099067687988s, status True
2023-02-09 00:15:02,772 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:15:02,773 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:15:02,774 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:15:02,775 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:15:02,776 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:04:15,381 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:04:15,392 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:04:16,224 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.8513028621673584s, status True
2023-02-09 16:04:16,226 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:04:16,228 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:04:16,230 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:04:16,232 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:04:16,234 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:11:43,468 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:11:43,472 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:11:43,795 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.3328216075897217s, status True
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:11:43,797 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:11:43,797 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-02-09 16:12:40,518 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:12:40,522 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:12:41,137 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6208090782165527s, status True
2023-02-09 16:12:41,141 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:12:41,142 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:12:41,143 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:12:41,145 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:12:41,146 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 17:55:10,719 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 17:55:10,724 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 17:55:11,260 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.547173023223877s, status True
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-03-17 17:55:11,263 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 18:08:53,949 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:08:53,955 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:08:54,541 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.597794771194458s, status True
2023-03-17 18:09:19,306 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:09:19,311 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:09:19,803 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5024290084838867s, status True
2023-03-17 18:32:44,614 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies ef: 0
2023-03-17 18:32:44,614 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies ef1: 1
2023-03-17 18:32:44,614 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies efx: 1
2023-03-17 18:32:44,615 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies po: 1
2023-03-17 18:32:44,616 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies eq+po: 0
2023-03-17 18:32:44,617 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:44,618 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:44,619 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:44,620 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:44,620 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies ef+po: 0
2023-03-17 18:32:44,621 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:44,622 DEBUG eq 36 update_results:: instance 51, method mnw, satisfies efx+po: 1
2023-03-17 18:32:45,120 INFO eq 158 eq_goods:: done with mnw for instance 52 in 0.4978361129760742s, status True
2023-03-17 18:32:45,121 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eq: 0
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eq1: 1
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eqx: 1
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies ef: 0
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies ef1: 1
2023-03-17 18:32:45,122 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies efx: 1
2023-03-17 18:32:45,123 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies po: 1
2023-03-17 18:32:45,124 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eq+po: 0
2023-03-17 18:32:45,125 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:45,125 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:45,126 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:45,127 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:45,128 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies ef+po: 0
2023-03-17 18:32:45,129 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:45,129 DEBUG eq 36 update_results:: instance 52, method mnw, satisfies efx+po: 1
2023-03-17 18:32:45,556 INFO eq 158 eq_goods:: done with mnw for instance 53 in 0.4260268211364746s, status True
2023-03-17 18:32:45,557 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eq: 0
2023-03-17 18:32:45,557 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eq1: 1
2023-03-17 18:32:45,557 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:45,558 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eqx: 0
2023-03-17 18:32:45,558 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:45,558 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies ef: 0
2023-03-17 18:32:45,558 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies ef1: 1
2023-03-17 18:32:45,558 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies efx: 1
2023-03-17 18:32:45,559 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies po: 1
2023-03-17 18:32:45,560 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eq+po: 0
2023-03-17 18:32:45,561 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:45,562 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:45,563 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:45,564 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:45,564 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies ef+po: 0
2023-03-17 18:32:45,565 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:45,566 DEBUG eq 36 update_results:: instance 53, method mnw, satisfies efx+po: 1
2023-03-17 18:32:46,006 INFO eq 158 eq_goods:: done with mnw for instance 54 in 0.43900012969970703s, status True
2023-03-17 18:32:46,007 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eq: 0
2023-03-17 18:32:46,007 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eq1: 1
2023-03-17 18:32:46,007 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:46,007 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eqx: 1
2023-03-17 18:32:46,007 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:46,008 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies ef: 1
2023-03-17 18:32:46,008 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies ef1: 1
2023-03-17 18:32:46,008 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies efx: 1
2023-03-17 18:32:46,008 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies po: 1
2023-03-17 18:32:46,009 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eq+po: 0
2023-03-17 18:32:46,010 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:46,011 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:46,012 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:46,013 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:46,013 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies ef+po: 1
2023-03-17 18:32:46,014 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:46,015 DEBUG eq 36 update_results:: instance 54, method mnw, satisfies efx+po: 1
2023-03-17 18:32:46,509 INFO eq 158 eq_goods:: done with mnw for instance 55 in 0.4931461811065674s, status True
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eq: 0
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eq1: 1
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eqx: 1
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies ef: 0
2023-03-17 18:32:46,510 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies ef1: 1
2023-03-17 18:32:46,511 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies efx: 1
2023-03-17 18:32:46,511 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies po: 1
2023-03-17 18:32:46,512 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eq+po: 0
2023-03-17 18:32:46,513 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:46,514 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:46,515 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:46,516 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:46,517 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies ef+po: 0
2023-03-17 18:32:46,518 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:46,518 DEBUG eq 36 update_results:: instance 55, method mnw, satisfies efx+po: 1
2023-03-17 18:32:46,996 INFO eq 158 eq_goods:: done with mnw for instance 56 in 0.47672176361083984s, status True
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eq: 0
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eq1: 1
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eqx: 1
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:46,997 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies ef: 0
2023-03-17 18:32:46,998 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies ef1: 1
2023-03-17 18:32:46,998 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies efx: 1
2023-03-17 18:32:46,998 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies po: 1
2023-03-17 18:32:46,999 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eq+po: 0
2023-03-17 18:32:47,000 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:47,001 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:47,002 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:47,003 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:47,003 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies ef+po: 0
2023-03-17 18:32:47,004 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:47,005 DEBUG eq 36 update_results:: instance 56, method mnw, satisfies efx+po: 1
2023-03-17 18:32:47,505 INFO eq 158 eq_goods:: done with mnw for instance 57 in 0.499600887298584s, status True
2023-03-17 18:32:47,506 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eq: 0
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eq1: 1
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eqx: 0
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies ef: 0
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies ef1: 1
2023-03-17 18:32:47,507 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies efx: 0
2023-03-17 18:32:47,508 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies po: 1
2023-03-17 18:32:47,509 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eq+po: 0
2023-03-17 18:32:47,510 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:47,510 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:47,511 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:47,512 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:47,513 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies ef+po: 0
2023-03-17 18:32:47,513 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:47,514 DEBUG eq 36 update_results:: instance 57, method mnw, satisfies efx+po: 0
2023-03-17 18:32:47,980 INFO eq 158 eq_goods:: done with mnw for instance 58 in 0.46481919288635254s, status True
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eq: 0
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eq1: 1
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eqx: 1
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies ef: 1
2023-03-17 18:32:47,981 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies ef1: 1
2023-03-17 18:32:47,982 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies efx: 1
2023-03-17 18:32:47,982 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies po: 1
2023-03-17 18:32:47,983 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eq+po: 0
2023-03-17 18:32:47,984 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:47,985 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:47,986 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:47,986 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:47,987 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies ef+po: 1
2023-03-17 18:32:47,988 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:47,989 DEBUG eq 36 update_results:: instance 58, method mnw, satisfies efx+po: 1
2023-03-17 18:32:48,430 INFO eq 158 eq_goods:: done with mnw for instance 59 in 0.43986082077026367s, status True
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eq: 0
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eq1: 1
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eqx: 1
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies ef: 0
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies ef1: 1
2023-03-17 18:32:48,431 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies efx: 1
2023-03-17 18:32:48,432 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies po: 1
2023-03-17 18:32:48,433 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eq+po: 0
2023-03-17 18:32:48,434 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:48,435 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:48,435 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:48,436 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:48,437 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies ef+po: 0
2023-03-17 18:32:48,438 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:48,439 DEBUG eq 36 update_results:: instance 59, method mnw, satisfies efx+po: 1
2023-03-17 18:32:48,898 INFO eq 158 eq_goods:: done with mnw for instance 60 in 0.458845853805542s, status True
2023-03-17 18:32:48,899 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eq: 0
2023-03-17 18:32:48,899 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eq1: 1
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eqx: 0
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies ef: 0
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies ef1: 1
2023-03-17 18:32:48,900 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies efx: 1
2023-03-17 18:32:48,901 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies po: 1
2023-03-17 18:32:48,902 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eq+po: 0
2023-03-17 18:32:48,903 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:48,903 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:48,904 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:48,905 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:48,906 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies ef+po: 0
2023-03-17 18:32:48,907 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:48,907 DEBUG eq 36 update_results:: instance 60, method mnw, satisfies efx+po: 1
2023-03-17 18:32:49,374 INFO eq 158 eq_goods:: done with mnw for instance 61 in 0.4658029079437256s, status True
2023-03-17 18:32:49,375 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eq: 0
2023-03-17 18:32:49,375 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eq1: 1
2023-03-17 18:32:49,375 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:49,376 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eqx: 1
2023-03-17 18:32:49,376 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:49,376 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies ef: 0
2023-03-17 18:32:49,376 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies ef1: 1
2023-03-17 18:32:49,376 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies efx: 1
2023-03-17 18:32:49,377 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies po: 1
2023-03-17 18:32:49,378 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eq+po: 0
2023-03-17 18:32:49,379 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:49,380 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:49,381 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:49,381 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:49,382 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies ef+po: 0
2023-03-17 18:32:49,383 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:49,384 DEBUG eq 36 update_results:: instance 61, method mnw, satisfies efx+po: 1
2023-03-17 18:32:49,868 INFO eq 158 eq_goods:: done with mnw for instance 62 in 0.48327088356018066s, status True
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eq: 0
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eq1: 1
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eqx: 1
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies ef: 0
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies ef1: 1
2023-03-17 18:32:49,870 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies efx: 1
2023-03-17 18:32:49,871 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies po: 1
2023-03-17 18:32:49,872 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eq+po: 0
2023-03-17 18:32:49,873 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:49,874 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:49,874 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:49,875 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:49,876 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies ef+po: 0
2023-03-17 18:32:49,877 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:49,877 DEBUG eq 36 update_results:: instance 62, method mnw, satisfies efx+po: 1
2023-03-17 18:32:50,283 INFO eq 158 eq_goods:: done with mnw for instance 63 in 0.40503883361816406s, status True
2023-03-17 18:32:50,284 DEBUG eq 36 update_results:: instance 63, method mnw, satisfies eq: 0
2023-03-17 18:32:50,284 DEBUG eq 36 update_results:: instance 63, method mnw, satisfies eq1: 1
2023-03-17 18:32:50,284 DEBUG eq 36 update_results:: instance 63, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:50,284 DEBUG eq 36 update_results:: instance 63, method mnw, satisfies eqx: 1
2023-03-17 18:32:50,285 DEBUG eq 36 update_results:: instance 63, method mnw, satisfies dupeqx: 1
